id,domain_intent,sentence
12697,$$Lottery#AskLottery,明天開的六合彩號碼
12707,$$Lottery#AskLottery,晚間開獎號碼怎麼
12727,$$Lottery#AskLottery,樂透彩號碼
12732,$$Lottery#AskLottery,樂透開幾號
12739,$$Lottery#AskLottery,民國一百零四年九月十月份發票中獎號碼
12740,$$Lottery#AskLottery,查詢香港六合彩號碼
12749,$$Lottery#AskLottery,當期大樂透開獎號碼
12762,$$Lottery#AskLottery,發票對獎日
12763,$$Lottery#AskLottery,發票對獎號碼
12766,$$Lottery#AskLottery,發票幾號開獎
12777,$$Lottery#AskLottery,發票號碼查詢
12784,$$Lottery#AskLottery,六合彩號碼
12792,$$Lottery#AskLottery,統一發票一二月中獎號碼
12794,$$Lottery#AskLottery,給我中獎大樂透號碼
12801,$$Lottery#AskLottery,統一發票對獎好了
12811,$$Lottery#AskLottery,統一發票的開獎
12839,$$Lottery#AskLottery,請問一下這次的大樂透開幾號
12844,$$Lottery#AskLottery,請問最近的威力彩開幾號
12849,$$Lottery#AskLottery,二月十一號的樂透開獎
12856,$$Lottery#AskLottery,這一期統一編號號碼
12869,$$Lottery#AskLottery,開獎發票三四月號碼
12876,$$Lottery#AskLottery,今彩五三九開獎號碼
12884,$$Lottery#AskLottery,香港六合彩開幾號
12898,$$Lottery#AskLottery,香港開獎號碼
12901,$$Movie#AskCategoryMoviesByTheater,南紡夢時代五月十三日上了什麼鬼片
12902,$$Movie#AskCategoryMoviesByTheater,台南電影院上的卡通影片
12903,$$Movie#AskCategoryMoviesByTheater,台南如果要看鬼片要去哪
12912,$$Movie#AskCategoryMoviesByTheater,澎湖威秀有上愛情片嗎
12913,$$Movie#AskCategoryMoviesByTheater,美麗華有上科幻戰爭電影嗎
12916,$$Movie#AskCityTheaters,台南有哪些電影院
12957,$$Movie#AskToTheater,威秀影城的地址
12965,$$Movie#AskCityTheaters,你附近的電影院
12968,$$Movie#AskCityTheaters,你這邊最近的電影院
13014,$$Movie#AskCityTheaters,台中市有哪些電影院
13015,$$Movie#AskCityTheaters,台中市電影院
13041,$$Movie#AskToTheater,台南國賓戲院在哪邊
13053,$$Movie#AskCityTheaters,台南哪裡有影城
13055,$$Movie#AskCityTheaters,台南現在有電影院嗎
13058,$$Movie#AskCityTheaters,台南電影院在哪邊
13059,$$Movie#AskCityTheaters,台南哪裡有電影院
13068,$$Movie#AskToTheater,台茂歡影城在哪邊
13080,$$Movie#AskCityTheaters,幫我找嘉義的電影院
13113,$$Movie#AskCityTheaters,基隆的影院在哪裡
13123,$$Movie#AskCityTheaters,大台北的戲院有哪些
13124,$$Movie#AskCityTheaters,大坑路有電影院嗎
13129,$$Movie#AskToTheater,大江星橋影城在哪邊
13135,$$Movie#AskToTheater,幫我查大遠百電影院的地址
13144,$$Movie#AskToTheater,星橋影城在哪裡
13147,$$Movie#AskToTheater,給我威尼斯電影院的地址
13158,$$Movie#AskCityTheaters,小幫手幫我查宜蘭的電影院
13163,$$Movie#AskCityTheaters,屏東電影院有哪幾家
13165,$$Movie#AskToTheater,環球影城在哪裡
13178,$$Movie#AskToTheater,中和環球影城的地址
13205,$$Movie#AskToTheater,我說東玉卓戲院在哪裡啊
13218,$$Movie#AskToTheater,能跟我說台灣大戲院在哪裡嗎
13230,$$Movie#AskCityTheaters,新竹市電影院有幾間
13233,$$Movie#AskCityTheaters,新竹電影院哪裡比較多
13246,$$Movie#AskToTheater,高雄環球影城的地址
13247,$$Movie#AskToTheater,你知道日新影城怎麼去嗎
13263,$$Movie#AskCityTheaters,附近有什麼電影院
13266,$$Movie#AskCityTheaters,最近的電影院
13277,$$Movie#AskToTheater,東南亞電影院在哪
13282,$$Movie#AskCityTheaters,林口的電影院在哪邊
13284,$$Movie#AskCityTheaters,查查苗栗電影院在哪
13287,$$Movie#AskCityTheaters,查一下附近電影院
13291,$$Movie#AskCityTheaters,桃園的電影院附近有停車場嗎
13293,$$Movie#AskCityTheaters,桃園有電影院嗎
13296,$$Movie#AskCityTheaters,桃園附近的電影院在哪
13308,$$Movie#AskTheaters,台南電影院裡哪裡有放大英雄天團
13309,$$Movie#AskToTheater,民生戲院在哪
13342,$$Movie#AskCityTheaters,幫我查竹北的電影院
13343,$$Movie#AskCityTheaters,台灣第一個電影院在哪裡
13351,$$Movie#AskToTheater,美麗華的電影院在幾樓
13361,$$Movie#AskCityTheaters,花蓮的電影院在哪邊
13364,$$Movie#AskCityTheaters,花蓮有電影城嗎
13366,$$Movie#AskCityTheaters,幫我找花蓮的電影城
13396,$$Movie#AskDateNewMovie,台中電影院有新上映的電影嗎
13398,$$Movie#AskToTheater,請問台北的朝代電影院在哪裡
13402,$$Movie#AskCityTheaters,請問基隆有沒有電影院
13407,$$Movie#AskCityTheaters,請幫我查台南的電影院
13416,$$Movie#AskMovies,豐原戲院最近會有什麼電影
13419,$$Movie#AskMovies,豐源影城有上什麼特別的電影嗎
13420,$$Movie#AskToTheater,豐源影城在哪裡
13423,$$Movie#AskToTheater,豐源影城麻煩幫我查一下在哪
13450,$$Movie#AskCityTheaters,那請問宜蘭的電影院在哪裡
13463,$$Movie#AskCityTheaters,附近有沒有電影院
13466,$$Movie#AskCityTheaters,附近的戲院
13488,$$Movie#AskCityTheaters,電影院在哪裡
13524,$$Movie#AskToTheater,高雄大遠百影城怎麼去
13532,$$Movie#AskCityTheaters,高雄市的電影院有哪些
13537,$$Movie#AskToTheater,高雄環球影城在哪裡
13546,$$Movie#AskCityTheaters,鳳山附近的電影院
13567,$$Movie#AskDateHotMovie,最近什麼電影好看
13569,$$Movie#AskDateHotMovie,今天什麼電影好看
13571,$$Movie#AskDateHotMovie,今天有什麼好看的電影
13572,$$Movie#AskDateHotMovie,今天有什麼好看的電影呢
13577,$$Movie#AskDateHotMovie,今天有什麼電影好看
13582,$$Movie#AskDateHotMovie,今天熱門的電影
13585,$$Movie#AskDateHotMovie,今天的熱門電影是什麼
13593,$$Movie#AskDateHotMovie,今晚有什麼好看的電影
13611,$$Movie#AskDateHotMovie,最近有什麼好看的電影
13614,$$Movie#AskDateHotMovie,今天有什麽熱門電影
13618,$$Movie#AskDateHotMovie,你推薦啥麼電影
13621,$$Movie#AskDateHotMovie,你最想要看什麼熱門電影
13622,$$Movie#AskDateHotMovie,最近台灣有什麼熱門電影
13642,$$Movie#AskDateHotMovie,六月十三日熱門電影是什麼
13643,$$Movie#AskDateHotMovie,最好看的電影是哪一部
13646,$$Movie#AskDateHotMovie,去年大熱門電影是什麽哦
13661,$$Movie#AskDateHotMovie,告訴我現在熱門電影
13664,$$Movie#AskDateHotMovie,哈哈哈告訴我有什麼好看的電影
13717,$$Movie#AskDateHotMovie,我想查熱門電影
13719,$$Movie#AskDateHotMovie,我想知道最近好看的電影有什麼
13720,$$Movie#AskDateHotMovie,我想知道最近熱門的電影
13727,$$Movie#AskDateHotMovie,我要熱門電影
13733,$$Movie#AskDateHotMovie,打開熱門電影
13739,$$Movie#AskDateHotMovie,推薦影片
13755,$$Movie#AskDateHotMovie,今日熱門電影
13760,$$Movie#AskDateHotMovie,明天有什麼電影好看
13770,$$Movie#AskDateHotMovie,晚上的熱門電影
13772,$$Movie#AskDateHotMovie,最夯的電影
13776,$$Movie#AskDateHotMovie,最新強檔電影
13777,$$Movie#AskDateHotMovie,最新熱門的電影
13784,$$Movie#AskDateHotMovie,最熱門的電影是什麽
13792,$$Movie#AskDateHotMovie,最近好看的電影一樣
13800,$$Movie#AskDateHotMovie,最近最熱門的電影
13804,$$Movie#AskDateHotMovie,最近有什麼好看又推薦的電影
13842,$$Movie#AskDateHotMovie,最近熱門電影
13843,$$Movie#AskDateHotMovie,最近熱門電影是什麼
13844,$$Movie#AskDateHotMovie,最近的熱門影片
13849,$$Movie#AskDateHotMovie,最近的熱門電影有什麼
13852,$$Movie#AskDateHotMovie,最近的熱門電影
13861,$$Movie#AskDateHotMovie,有什麼推薦的電影
13877,$$Movie#AskDateHotMovie,有什麽熱門的電影
13885,$$Movie#AskDateHotMovie,有好的電影可看嗎
13889,$$Movie#AskDateHotMovie,有播什麼電影好看的
13907,$$Movie#AskDateHotMovie,有什麽好看的電影
13908,$$Movie#AskDateHotMovie,有啥麼電影好看呢
13913,$$Movie#AskDateHotMovie,熱門影片
13918,$$Movie#AskDateHotMovie,熱門電影
13954,$$Movie#AskDateHotMovie,熱門電影有哪一些
13963,$$Movie#AskDateHotMovie,熱門電影有什麼可以看
13979,$$Movie#AskDateHotMovie,現在哪齣電影比較好看
13984,$$Movie#AskDateHotMovie,現在最夯的電影
14017,$$Movie#AskDateHotMovie,現在熱門電影有哪些
14020,$$Movie#AskDateHotMovie,現在的熱門影片是什麼
14023,$$Movie#AskDateHotMovie,現在的熱門電影是什麼嗎
14025,$$Movie#AskDateHotMovie,現在的熱門電影有哪些
14046,$$Movie#AskDateHotMovie,目前的熱門電影是啥
14073,$$Movie#AskDateHotMovie,請問最近有什麼好看的電影
14087,$$Movie#AskDateHotMovie,請問現在最熱門的電影是什麼
14088,$$Movie#AskDateHotMovie,請問現在有什麼好看的電影
14090,$$Movie#AskDateHotMovie,請問現在熱門的電影有什麼
14093,$$Movie#AskDateHotMovie,請問現在熱門電影是哪部
14111,$$Movie#AskDateHotMovie,這裡有什麼熱門的電影
14231,$$Movie#AskDateNewMovie,今天有什麼新電影
14238,$$Movie#AskDateNewMovie,今天的最新電影
14280,$$Movie#AskDateNewMovie,他最近有什麼好看新的電影
14316,$$Movie#AskDateNewMovie,有新電影上映嗎
14381,$$Movie#AskDateNewMovie,即將上映的電影有哪些
14678,$$Movie#AskDateNewMovie,我要查最新的電影
14820,$$Movie#AskDateNewMovie,最近上映什麼電影
14826,$$Movie#AskDateNewMovie,最近上映的電影有哪些
14836,$$Movie#AskDateNewMovie,最近新出的電影
14839,$$Movie#AskDateNewMovie,最近最新的電影
14858,$$Movie#AskDateNewMovie,最近有什麼電影可以看的
14871,$$Movie#AskDateNewMovie,最近有啥電影可看
14876,$$Movie#AskDateNewMovie,最近有播放什麼電影
14913,$$Movie#AskDateNewMovie,有什麼新電影
14938,$$Movie#AskDateNewMovie,有啥麼新電影
15022,$$Movie#AskDateNewMovie,現在有上映什麼電影
15023,$$Movie#AskDateHotMovie,現在有什麼好看的電影
15029,$$Movie#AskDateNewMovie,現在有什麼電影剛上市
15044,$$Movie#AskDateNewMovie,現在有那些電影
15047,$$Movie#AskDateNewMovie,現在演什麼電影
15063,$$Movie#AskDateNewMovie,現在電影有什麼好看的
15085,$$Movie#AskDateNewMovie,新發表什麼電影
15088,$$Movie#AskTheaters,要查詢電影大尾鱸鰻二哪裡有放
15093,$$Movie#AskTheaters,皮卡丘的電影哪裡有
15100,$$Movie#AskDateNewMovie,目前最新的電影是什麼
15257,$$Movie#AskDateNewMovie,近期上映的電影
15258,$$Movie#AskDateNewMovie,近期上映電影
15579,$$Movie#AskFitMoviesByTheater,威秀有小孩可以看的電影嗎
15582,$$Movie#AskFitMoviesByTheater,秀泰給小孩看的電影有哪些
15587,$$Movie#AskFitMoviesByTheater,小孩到台中新時代威秀影城有東西可以看嗎
15589,$$Movie#AskFitMoviesByTheater,美麗華適合小朋友的電影
15599,$$Movie#AskLevelMoviesByTheater,信義威秀保護級的電影
15600,$$Movie#AskLevelMoviesByTheater,日薪威秀普遍級電影有哪些
15601,$$Movie#AskLevelMoviesByTheater,秀泰放的普遍級電影
15602,$$Movie#AskLevelMoviesByTheater,佳佳戲院普遍級電影
15603,$$Movie#AskLevelMoviesByTheater,京站威秀有限制級電影嗎
15604,$$Movie#AskLevelMoviesByTheater,豪華戲院放的限制級電影
15605,$$Movie#AskMovieDetail,名偵探柯南的電影到第幾集了
15606,$$Movie#AskMovieDetail,神奇寶貝劇場版好看嗎
15607,$$Movie#AskMovieDetail,遊戲王劇場版你推薦嗎
15609,$$Movie#AskMovieDetail,血鑽石的上映日期是什麼時候
15613,$$Movie#AskMovieDetail,幫我找絕地救援的預告
15616,$$Movie#AskMovieDetail,移動迷宮的演員有誰
15617,$$Movie#AskMovieDetail,進擊的巨人真人版好看嗎
15623,$$Movie#AskMovieDetail,倒數行動的劇情
15624,$$Movie#AskMovieDetail,傻瓜向錢衝那時候會不會上映
15628,$$Movie#AskMovieDetail,全面攻佔二的演員有誰
15630,$$Movie#AskMovieDetail,分歧者的演員表
15631,$$Movie#AskMovieDetail,加州大地震好看嗎
15635,$$Movie#AskMovieDetail,原力覺醒好看嗎
15636,$$Movie#AskMovieDetail,名偵探柯南好看嗎
15639,$$Movie#AskMovieDetail,名偵探柯南二十三部劇場版名字
15642,$$Movie#AskMovieDetail,名偵探柯南劇場版有包場活動嗎
15647,$$Movie#AskTheaters,名偵探柯南會在哪裡播出
15650,$$Movie#AskMovieDetail,名偵探柯南向日葵的業火好看嗎
15658,$$Movie#AskMovieDetail,名偵探柯南評價如何
15659,$$Movie#AskMovieDetail,名偵探柯南電影聲優
15681,$$Movie#AskMovieDetail,天菜大廚演員表
15689,$$Movie#AskMovieDetail,小小兵好看嗎
15690,$$Movie#AskTheaters,復仇者聯盟三英雄內戰時刻表
15696,$$Movie#AskTheaters,忍者龜時刻表
15698,$$Movie#AskMovieDetail,惡靈陰室是啥麼幫我查
15713,$$Movie#AskMovieDetail,進擊的巨人劇場版在演什麼
15714,$$Movie#AskMovieDetail,驚異凶兆二劇情大綱
15720,$$Movie#AskMovieDetail,名偵探柯南主題曲誰唱的
15721,$$Movie#AskMovieDetail,蠟筆小新電影的聲優有誰
15724,$$Movie#AskMovieDetail,不可能的任務演員有誰
15726,$$Movie#AskMovieDetail,暗殺教室的主題曲誰唱的
15727,$$Movie#AskMovieDetail,暗殺教室的劇情大綱
15736,$$Movie#AskMovieDetail,你的名字好看嗎
15737,$$Movie#AskMovieDetail,流浪摩洛哥好看嗎
15738,$$Movie#AskMovieDetail,海綿寶寶電影好看嗎
15748,$$Movie#AskMovieDetail,移動迷宮演員有誰
15750,$$Movie#AskMovieDetail,移動迷宮劇情大綱
15757,$$Movie#AskMovieDetail,蠟筆小新電影好看嗎
15758,$$Movie#AskMovieDetail,蠟筆小新電影版出到底幾集了
15772,$$Movie#AskMovieDetail,飢餓遊戲好看嗎
15783,$$Movie#AskMovieDetail,食人煉獄好看嗎
15784,$$Movie#AskMovieDetail,食人煉獄是恐怖片嗎
15785,$$Movie#AskMovieDetail,飢餓遊戲女主角是誰
15786,$$Movie#AskMovieDetail,飢餓遊戲評價好嗎
15787,$$Movie#AskMovieDetail,飢餓遊戲演員表
15789,$$Movie#AskMovieDetail,飢餓遊戲自由夢幻的演員有換嗎
15802,$$Movie#AskDateHotMovie,十二號的熱門電影
15845,$$Movie#AskDateNewMovie,今天上映電影
15866,$$Movie#AskMovies,明天信義威秀有什麼電影
15869,$$Movie#AskMovies,麻豆戲院的電影
15893,$$Movie#AskMovies,信義威秀今天有什麼片
15917,$$Movie#AskMovies,信義威秀最近有演美國內戰嗎
15921,$$Movie#AskMovies,信義威秀有上映星際重生嗎
15922,$$Movie#AskMovies,信義威秀有上映星際重生動畫版嗎
15924,$$Movie#AskMovies,信義威秀有什麼好看的電影
15951,$$Movie#AskMovies,信義威秀有美國隊長三嗎
15958,$$Movie#AskMovies,信義威秀還有演美國隊長三嗎
15962,$$Movie#AskMovies,內湖美麗華出神入化二時刻表
15978,$$Movie#AskCityTheaters,南港展覽館站哪裡有電影院
15982,$$Movie#AskDateHotMovie,古巴熱門電影
15994,$$Movie#AskMovies,台中大劇院放映啥麼
16020,$$Movie#AskMovies,台北信義威秀今天有什麼電影
16021,$$Movie#AskMovies,台北信義威秀現在有什麼電影
16038,$$Movie#AskMovies,台北華納威秀的電影場次如何現在在上演什麼電影
16066,$$Movie#AskMovies,台南市大遠百威秀影城今天的電影時刻放映表
16068,$$Movie#AskMovies,台南市大遠百威秀影城電影的放映時間表
16103,$$Movie#AskMovies,台茂電影時刻表
16123,$$Movie#AskMovies,嘉義劇院有什麼電影
16156,$$Movie#AskMovies,夢時代喜滿客影城電影有播什麼片
16161,$$Movie#AskDateHotMovie,大台北地區熱門電影
16228,$$Movie#AskMovies,屏東環球影城時刻表
16232,$$Movie#AskMovies,屏東電影院播映的電影
16257,$$Movie#AskMovies,彰化戲院的電影時刻
16325,$$Movie#AskMovies,新竹大遠百今天還有演我的少女時代嗎
16330,$$Movie#AskMovies,新竹華納威秀今天的電影
16338,$$Movie#AskMovies,嘉義秀泰電影時刻表
16348,$$Movie#AskMovies,日新威秀電影時刻表
16386,$$Movie#AskDateHotMovie,最近有什麼熱門的電影
16398,$$Movie#AskMovies,華納威秀今天播放的電影
16403,$$Movie#AskDateHotMovie,有什麼電影好看
16407,$$Movie#AskDateHotMovie,有播啥麼好看的電影
16422,$$Movie#AskMovies,查桃園電影城時刻表
16425,$$Movie#AskMovies,查詢台北電影院時刻表
16558,$$Movie#AskMovies,目前美麗華電影上映的是
16598,$$Movie#AskTheaters,聖母峰台北場次
16605,$$Movie#AskMoviesDetails,航海王劇場版的電影內容
16609,$$Movie#AskMovies,花蓮影城星期五播放的影片
16651,$$Movie#AskTheaters,請問寵物當家的電影下檔了嗎
16657,$$Movie#AskMovies,豐原有什麼電影嗎
16671,$$Movie#AskDateHotMovie,較熱門的電影
16771,$$Movie#AskMovies,高雄三多的電影時刻表
16789,$$Movie#AskTheaters,高雄葉問三時刻表
16794,$$Movie#AskMovies,麻吉影城今天演什麼電影嗎
16806,$$Movie#AskTheaters,哪裡有上映黑幫傳奇
16808,$$Movie#AskTheaters,播移動迷宮的地方
16810,$$Movie#AskTheaters,哪裡有播放STAR WARS原力覺醒
16811,$$Movie#AskTheaters,STAR WARS原力覺醒播放的電影院
16816,$$Movie#AskTheaters,台北哪裡有演LoveLive
16817,$$Movie#AskTheaters,台北哪裡有上映双瘋風雲
16819,$$Movie#AskTheaters,台北要在哪裡還有播LoveLive
16820,$$Movie#AskTheaters,台南哪裡可以看LoveLive
16823,$$Movie#AskTheaters,台南哪裡有LoveLive嗎
16824,$$Movie#AskTheaters,台南哪邊有播放絕地救援
16825,$$Movie#AskTheaters,台南市哪裡有野狼與瑪莉
16826,$$Movie#AskTheaters,台南市哪裡有放映破風電影
16827,$$Movie#AskTheaters,台南有放愛無止盡德蕾莎的電影院嗎
16828,$$Movie#AskTheaters,台南縣市有上映名偵探柯南的電影嗎
16829,$$Movie#AskTheaters,台南那裡有LoveLive上映
16830,$$Movie#AskTheaters,名偵探柯南放映戲院
16831,$$Movie#AskTheaters,后里區哪裡有LoveLive可以看
16832,$$Movie#AskTheaters,哪裡有演LoveLive
16833,$$Movie#AskTheaters,哪裡有演飢餓遊戲
16834,$$Movie#AskTheaters,嘉年華忍者龜放映時間
16835,$$Movie#AskTheaters,基隆還有演LoveLive嗎
16837,$$Movie#AskTheaters,夢想海洋上映的劇院
16838,$$Movie#AskTheaters,大長今在播鬼撕眠嗎
16839,$$Movie#AskTheaters,失控謊言還有在播嗎
16840,$$Movie#AskTheaters,妖怪手錶誕生的秘密今天放映時間
16841,$$Movie#AskTheaters,忍者龜破影而出播放時間
16842,$$Movie#AskTheaters,我要看絕地救援哪裡有
16845,$$Movie#AskTheaters,我想看最近上映的獵巫行動
16846,$$Movie#AskTheaters,我想看移動迷宮
16847,$$Movie#AskTheaters,我想看飢餓遊戲四元素
16848,$$Movie#AskTheaters,我的少女時代有在高雄市播放嗎
16849,$$Movie#AskTheaters,我要看太陽的孩子
16850,$$Movie#AskTheaters,播天菜大廚的地方
16851,$$Movie#AskTheaters,放映逆愛四的地方
16852,$$Movie#AskTheaters,台北美國隊長三英雄內戰播放時間
16854,$$Movie#AskTheaters,桃園哪裡有放LoveLive
16855,$$Movie#AskTheaters,演名偵探柯南的電影院
16856,$$Movie#AskTheaters,演失控謊言的電影院
16857,$$Movie#AskTheaters,演忍者龜的電影院
16858,$$Movie#AskTheaters,在演小王子的劇院
16859,$$Movie#AskTheaters,我想要看食人煉獄
16860,$$Movie#AskTheaters,花蓮有沒有播LoveLive
16861,$$Movie#AskTheaters,苗栗哪裡有放高年級實習生
16862,$$Movie#AskTheaters,請問新北市有沒有電影院播小小兵
16863,$$Movie#AskTheaters,電影全面攻佔二在那裡上演
16864,$$Movie#AskTheaters,飢餓遊戲在哪裡上映
16865,$$Movie#AskTheaters,高年級實習生在哪裡有放映
16866,$$Movie#AskTheaters,高雄要看逆愛要去哪裡
16867,$$Movie#AskTheaters,高雄市哪裡有播LoveLive的戲院
16869,$$Movie#AskToTheater,國興戲院怎麼去
16896,$$Movie#AskMovies,今天花蓮秀泰影城有什麼
16912,$$Movie#AskToTheater,佳佳戲院怎麼去
16915,$$Movie#AskMovies,信義威秀什麼時候有動物方城市
16921,$$Movie#AskMovies,信義威秀有魔獸崛起嗎
16923,$$Movie#AskMovies,信義威秀現在還有演小王子嗎
16928,$$Movie#AskToTheater,光點華山怎麼去
16947,$$Movie#AskMovies,台中大遠百華納威秀動物方城市下片了嗎
16971,$$Movie#AskToTheater,台南秀泰影城地址
16973,$$Movie#AskToTheater,台南國賓怎麼去
16977,$$Movie#AskToTheater,台南大夢時代怎麼去
16981,$$Movie#AskToTheater,台南市國賓影城怎麼去
16984,$$Movie#AskToTheater,台南新光怎麼去
16993,$$Movie#AskMovies,台灣戲院LoveLive下片了嗎
17003,$$Movie#AskToTheater,員林電影城怎麼去
17014,$$Movie#AskToTheater,嘉義水上戲院怎麼去
17015,$$Movie#AskToTheater,嘉義秀泰影城怎麼去
17020,$$Movie#AskToTheater,國賓影城是在哪邊
17022,$$Movie#AskToTheater,國賓影城的地址
17029,$$Movie#AskToTheater,國際影城怎麼去
17043,$$Movie#AskToTheater,夢時代在哪裡
17084,$$Movie#AskToTheater,屏東國賓影城怎麼去
17085,$$Movie#AskToTheater,屏東市環球國賓影城怎麼去
17086,$$Movie#AskToTheater,屏東影城在哪裡
17087,$$Movie#AskToTheater,屏東縣國賓影城地址
17089,$$Movie#AskMovies,幫我找信義威秀的出神入化時刻表
17091,$$Movie#AskMovies,全美戲院動物方城市時刻表
17095,$$Movie#AskToTheater,幸福戲院的地址
17097,$$Movie#AskToTheater,彰化戲院在哪裡
17106,$$Movie#AskToTheater,威尼斯影城的位置
17109,$$Movie#AskToTheater,我想去威秀影城看電影
17110,$$Movie#AskToTheater,欣欣秀泰怎麼走
17117,$$Movie#AskToTheater,大遠百威秀在哪裡
17127,$$Movie#AskToTheater,新竹巨城威秀位置
17129,$$Movie#AskToTheater,新莊國賓影城怎麼去
17135,$$Movie#AskToTheater,威尼斯影城的地址
17136,$$Movie#AskToTheater,真善美影城的位置在哪
17139,$$Movie#AskToTheater,高雄夢時代怎麼去
17160,$$Movie#AskToTheater,板橋秀泰在哪裡
17164,$$Movie#AskToTheater,你知道怎麼去林園電影城嗎
17167,$$Movie#AskToTheater,桃園全美戲院的地址
17168,$$Movie#AskToTheater,桃園員林電影城的地址
17173,$$Movie#AskToTheater,桃園統領戲院的位置
17174,$$Movie#AskToTheater,桃園長春國賓在哪
17189,$$Movie#AskMovies,現在國賓有什麼好看
17192,$$Movie#AskToTheater,環球數位3D影城的地址
17199,$$Movie#AskToTheater,秀泰廣場你知道怎麼去嗎
17210,$$Movie#AskToTheater,美麗華怎麼走
17222,$$Movie#AskToTheater,美麗華在哪邊
17225,$$Movie#AskToTheater,義大世界國賓影城在哪裡
17247,$$Movie#AskMovies,華納威秀有放功夫熊貓嗎
17260,$$Movie#AskToTheater,親親戲院在宏毅二路嗎
17262,$$Movie#AskToTheater,請問台北市哈啦影城現在在哪裡
17271,$$Movie#AskToTheater,給我士林陽明戲院的地址
17296,$$Movie#AskToTheater,麻豆戲院在哪裡
17300,$$Movie#AskMovies,信義威秀今天有小王子嗎
17301,$$Movie#AskMovies,信義威秀今天有飢餓遊戲嗎
17302,$$Movie#AskMovies,信義威秀今天有高年級實習生嗎
17303,$$Movie#AskMovies,信義威秀有演全面攻佔二嗎
17304,$$Movie#AskMovies,信義威秀有演聖母峰嗎
17305,$$Movie#AskMovies,信義威秀有演貓侍嗎
17315,$$Movie#BookingMovie,幫我訂明天下午三點台北信義威秀X戰警一張
17316,$$Movie#BookingMovie,我要台北華納威秀LoveLive兩張票
17317,$$Movie#BookingMovie,我要南台電影院LoveLive今天下午的票一張
17318,$$Movie#BookingMovie,我要訂LoveLive台中市明天的票四張
17319,$$Movie#BookingMovie,我要訂東南亞劇院明天的小王子兩張
17320,$$Movie#BookingMovie,我要訂新竹國賓禮拜三下午的碟仙兩張
17321,$$Movie#BookingMovie,我要訂碟仙六月八號中午的場一張
17322,$$Movie#BookingMovie,我要訂日新威秀黑勢力六月八號下午四點三張
17440,$$Poi#GoToAddr,新北市民權路怎麼去
17452,$$Poi#GoToAddr,幫我導航到五福路一段
17668,$$Poi#PoiLocationNearBy,五都市議會中學怎麼去
17728,$$Poi#GoToAddr,台北市信義區基隆路二段怎麼走
17956,$$Poi#PoiAddr,南京東路五段一百八十八號附近停車場該怎麼走
18146,$$Poi#GoToAddr,台中市向上路一段七十九巷十四號怎麼走
18274,$$Poi#GoToAddr,台中市福田二街幫我導航過去
18486,$$Poi#PoiAddr,台北市忠孝東路五段附近的日本料理怎麼去
18531,$$Poi#PoiAddr,帶我去台北市松山區中華北路一百六十五巷十一號附近的停車場
18538,$$Poi#PoiLocationNearBy,台北市松山區鐵窗行業公會怎麼去
18548,$$Poi#GoToAddr,台北市歸綏街該怎麼走
18565,$$Poi#PoiAddr,導航到台北市泉源路的佛教文物中心
18633,$$Poi#PoiLocationNearBy,台北市龍山寺該怎麼過去
18686,$$Poi#GoToAddr,台南市中西區環河街在哪裡
18762,$$Poi#PoiAddr,台南市干城二村的美髮沙龍怎麼走
18883,$$Poi#PoiLocationNearBy,台東的COSTCO在哪裡
19136,$$Poi#PoiLocationNearBy,圓山飯店在哪裡
19443,$$Poi#GoToAddr,導航宜蘭縣羅東鎮北寮街三十六巷八十八號
19500,$$Poi#GoToAddr,屏東縣內埔鄉仁和路十七之二號帶我走
19707,$$Poi#GoToAddr,彰化縣和美鎮柑井里柑竹路三百三十一巷二十九弄二號要怎麼走
19877,$$Poi#GoToAddr,我太慢了我要到台北市金龍路口怎麼走
19983,$$Poi#PoiAddr,我要找台北市北投區立德路十五號的附近的停車場
20046,$$Poi#PoiAddr,我要查詢新竹縣新埔鎮怎麼去
20131,$$Poi#PoiLocationNearBy,新光三越大有店怎麼去
20221,$$Poi#PoiAddr,新北市新店區附近的洗衣店怎麼去
20323,$$Poi#PoiLocationNearBy,新城台東體中要怎麼去
20332,$$Poi#PoiLocationNearBy,新店家樂福在哪裡
20503,$$Poi#PoiAddr,南京東路三段停車塔在哪邊
20554,$$Poi#PoiLocationNearBy,高雄市鳳山區中正國小在哪裡
20624,$$Poi#GoToAddr,導航到基隆市中正區新豐街三百二十五巷二十三號二樓
20667,$$Poi#PoiLocationNearBy,東吳大學城中校區靠近哪邊
20726,$$Poi#PoiAddr,查台中市大肚區員林路二段七十九巷五十八弄八號附近的麥當勞
20767,$$Poi#GoToAddr,桃園市中壢區永福路一三九巷該怎麼走
20855,$$Poi#PoiAddr,桃園市鎮四街附近的便利商店
20890,$$Poi#PoiAddr,基河路上的植物園怎麼走
20946,$$Poi#PoiAddr,永和永貞路附近的牛肉麵店
20962,$$Poi#GoToAddr,河北一街一百九十二號在那裡
21014,$$Poi#PoiLocationNearBy,湖尾附近加油站怎麼去
21080,$$Poi#PoiAddr,重明路的二林工商怎去
21094,$$Poi#PoiLocationNearBy,王子飯店怎麼去
21104,$$Poi#PoiAddr,瑞光路土地公廟靠近哪裡
21128,$$Poi#PoiLocationNearBy,中國科技大學附近有什麼
21210,$$Poi#PoiLocationNearBy,竹圍碼頭要怎麼去
21222,$$Poi#GoToAddr,榮安二村十三號在哪裡
