label,sentence
$$Other,我想問 十一月 五 日 開往 台中 停站 來回票 有位 置 嗎
$$Other,要 苗栗 到 彰化 的 商務艙 一張
$$Weather,哪 時候 會 出太陽
$$Other,說 看看 日新 威秀 放了 什麼 片
$$Weather,今天 會不會下雨
$$Other,昨天 大盤 有 漲 嗎
$$Weather,現在 幾度
$$Other,我想要買 股市
$$Other,最近 上櫃 公司 表現
$$Other,幫我訂 明天 九點一 十八分 東南亞戲院 上的 那部 愛情片
$$Weather,會不會很冷
$$Weather,台北 明天 雨 會不會 下 很大
$$Weather,台北 熱 到 要穿 外套 嗎
$$Weather,宜蘭 今天 的 天氣 好嗎
$$Other,怎麼 設定 自 選 股
$$Weather,今天 是不是有 霧 霾
$$Weather,薄 外套 可以嗎
$$Weather,外面 熱嗎
$$Weather,這禮拜 的 天氣 如何
$$Weather,雨 什麼時候 會 停
$$Weather,明天 當地 的 紫外線 指數 超過 高 量 級 的 時段
$$Weather,今天 會不會很熱
$$Weather,外面 溫度 多少
$$Weather,明天 台北 會不會下雨
$$Weather,十八尖山 天氣
$$Other,我想要查 中午 十二點四 十七 分到 達 苗栗站 的 標準 車廂 還有 位置 嗎
$$Other,最近 新電影 是 哪部
$$Other,我想訂 票 傍晚 十三點 十五 分 竹南 尚順 威秀 心 戀 假期 的 票
$$Other,我想查詢 上市 表現
$$Weather,雨 什麼時候 停
$$Weather,今天 上班 要 帶傘 嗎
$$Weather,星期六 又要 變天 了 嗎
$$Other,農曆 一月 二十四 是 哪天
$$Weather,明天 會 出大太陽 嗎
$$Weather,需要 帶雨傘 嗎
$$Weather,今天 會不會 下雪
$$Other,現在 幾分 了
$$Other,能 幫我查 一下 金價 嗎
$$Other,把 百 徽 加 到 投資 組合
$$Weather,今天 太陽大嗎
$$Other,我的 股票 漲幅
$$Weather,感覺 陰 陰 的 是不是 快 下雨 了
$$Weather,台北 明天 白天 紫外線 指數 多 高
$$Other,台中市 南北五路 這邊 全家 門市 嗎
$$Weather,外面 熱不熱
$$Weather,下個月 日本 會不會下雨
$$Other,如何 設定 自 選 股
$$Weather,五月 三號 台中 的 天氣
$$Weather,新店 有 下雨 嗎
$$Other,黃金 跌 了 多少
$$Weather,要 帶雨傘 嗎
$$Other,還 you bike 的 地方
$$Other,富 宇 值得 買 嗎
$$Weather,太陽 會很大嗎
$$Other,請幫我查 國賓大戲院 怎麼去
$$Weather,起風 了 是 寒流 要來 了 嗎
$$Other,想要 查 匯率
$$Other,三百 四十 五元 人民幣 換 台幣 是 多少
$$Other,我 很 推薦 明天 中午 在 國賓 的 那部片 給 學生 族群
$$Other,3294 漲 多少 點
$$Other,我要問 三月 十八日 電影 該看什麼
$$Other,昨天 期貨 是 漲 還 跌
$$Other,上櫃股票 市場 現況
$$Weather,你 那邊 天氣 如何
$$Other,梅花 劇院 有播什麼 好看的 電影
$$Weather,新莊區 降雨 機率 多少
$$Weather,這 周 當地 的 最高 溫 是 幾度
$$Other,我想要問 中油油價
$$Weather,下午 有 豪大雨 特報 嗎
$$Other,我想查 嘉義市 電影院 在哪
$$Other,我想查詢 化學 股
$$Weather,台北 目前 有 下雨 嗎
$$Weather,後天 板橋 會不會很熱
$$Other,怎麼 設定 自 選 股
$$Other,頭 文字 D 好看嗎
$$Other,到 連江縣 北竿鄉 塘岐 村
$$Weather,明天 到底 會不會下雨 阿 !
$$Other,39 樂合彩 對獎 號碼
$$Weather,這 一週 天氣 如何
$$Weather,不知道 雨 會 下 到 禮拜幾
$$Other,查一下 買 菲律賓 比 索 的 即 期 匯率
$$Other,幫我查 跌停 股市
$$Weather,我想知道 日本東京 的 一週 天氣 資訊
$$Weather,這週 末 天氣 適合 出去玩 嗎
$$Other,股票 有機會 上漲 嗎
$$Weather,明天 台北 會 出太陽 嗎
$$Weather,台北 今天 幾度
$$Weather,待會 會 下雨 嗎
$$Weather,出門 要不要 擦 防曬
$$Other,怎麼去 苗栗縣 明德水庫 呢
$$Weather,幾點 下雨
$$Weather,今天 要不要 帶 口罩
$$Weather,颱風 會在 哪裡 登陸
$$Weather,今天 搭公車 要不要 帶傘 呢
$$Weather,今天 礁溪 有 下雨 嗎
$$Weather,明天 是 晴天 嗎
$$Other,這個月 十五號 有什麼 快要 上映 的 電影
$$Weather,颱風 什麼時候 走
$$Other,到 頭份 還要 塞 多久
$$Weather,明天 坪林區 會有 午後雷陣雨 嗎
$$Other,我要知道 台達化 歷史 跌 還是 漲
$$Other,我想要找 F - 東 凌 歷史 跌 多少 點
$$Weather,氣溫 幾度
$$Other,請問一下 5267 漲 還 跌
$$Other,TVBS 有 跟 柯文哲 相關 的 採訪 嗎
$$Weather,明天 的 太陽 大 不大
$$Weather,幫我查 今天 台北市 的 天氣
$$Other,最近的 you bike 站
$$Other,幫我查 晚上 八點二 十分 台中大遠百 給 小朋友 看 的 電影
$$Weather,明天 台北 的 降雨 機率
$$Weather,等一下 會 突然 下雨 嗎
$$Weather,告訴我 下週 一整週 的 天氣
$$Weather,那裡 今天 會 下雨 嗎
$$Weather,現在 外面 天氣 如何
$$Other,有 鉅亨網 對 柯文哲 執政 後 的 財金 分析 嗎
$$Weather,明天 晚上 的 氣溫 如何
$$Other,答 錯 囉
$$Other,不對 啦
$$Weather,這場 雨 要 下 到什麼 時候 才會 停
$$Weather,明天 降雨 機率 大概 多少
$$Other,我想要問 彰化 車站 要去 南港站 的 高鐵 時刻表
